Hour,Electricity Demand (kWh),Space Heating Demand (kWh),Space Cooling Demand (kWh),Domestic Hot Water Demand (kWh),Solar Irradiance (kW/m2),Wind Speed (m/s),Ambient Temperature (C)
4451,0.71,3.43,2.54,1.46,0.99,8.63,-2.48
4452,1.61,1.83,0.13,0.84,0.66,14.48,11.42
4453,1.51,2.83,2.44,1.18,0.19,14.93,16.14
4454,1.27,0.44,1.5,0.22,0.53,8.22,23.95
4455,0.71,2.98,1.07,1.18,0.06,12.41,-2.29
4456,0.68,1.77,0.51,0.32,0.78,1.79,31.91
4457,1.51,2.96,0.68,1.23,0.04,14.87,12.76
4458,1.78,3.7,2.39,1.39,0.48,8.06,11.57
4459,1.35,2.92,2.59,0.5,0.93,5.79,33.37
4460,1.19,2.46,2.89,0.56,0.85,5.57,15.98
4461,1.28,2.83,0.44,1.25,0.05,12.16,5.43
4462,0.73,2.96,1.55,1.22,0.38,14,-3.93
4463,0.58,2.01,2.75,1.23,0.33,14.58,30.03
4464,1.74,3.34,0.66,1.25,0.07,8.97,25.52
4465,1.77,2.22,0.73,0.65,0.11,8.08,20.88
4466,1.63,2.53,1.63,1.44,0.56,4.49,12.79
4467,1.66,1.69,1.71,1.37,0.33,10.39,26.61
4468,0.82,3.81,0.58,0.37,0.04,2.2,5.87
4469,0.66,2.06,1.56,0.25,0.85,14.87,3.78
4470,0.74,0.85,2.73,1.39,0.55,13.27,32.21
4471,1.46,1.27,1.75,0.48,0.7,9.27,-2.21
4472,1.1,0.59,2.36,1.16,0.7,6.46,31.29
4473,0.52,0.5,2.32,1.06,0.08,12.8,4.15
4474,1.93,3.72,1.16,1.14,0,9.16,32.72
4475,0.85,2.66,2.36,1,0.84,13.52,10.35
4476,0.51,0,2.49,0.57,0.97,5.45,10.36
4477,1.08,3.25,1.27,0.97,0.56,12.79,-3.14
4478,0.82,2.12,2.36,0.89,0.52,0.06,28.01
4479,1.05,0.44,2.98,0.6,0.12,2.77,29.65
4480,1.91,1.81,1.89,0.65,0.56,11.8,23.51
4481,1.43,1.46,0.75,1.04,0.02,11.65,24.47
4482,1.47,1.28,2.51,1.29,0.79,6.73,7.33
4483,1.83,1.85,0.36,0.97,0.52,2.61,21.89
4484,0.67,2.56,1.5,0.77,0.72,0.77,-4.45
4485,0.65,2.15,2.69,0.36,0.48,4.95,24.08
4486,1.78,1.13,1.94,0.22,0.74,9.57,31.7
4487,0.74,2.89,2.92,0.31,0.55,5.89,4.5
4488,1.6,3.95,1.18,0.29,0.53,12.92,-2.09
4489,0.81,3.86,1.58,0.41,0.37,1.66,23.22
4490,1.21,3.99,1.09,1.37,0.29,3.34,32.36
4491,1.08,1.95,1.96,0.4,0.77,11.01,30.63
4492,0.66,0.17,0.91,0.45,0.71,10,32.18
4493,1.51,2.91,0.81,1,0.9,6.77,21.68
4494,1.78,2.65,2.22,0.9,0.79,13.93,10.8
4495,0.65,3.87,2.93,1.29,0.07,0.69,12.45
4496,1.04,1.48,0.51,0.5,0.95,1.43,31.73
4497,0.54,3.98,2.62,0.83,0.75,0.39,21.74
4498,0.85,0.26,2.81,0.34,0.35,9.19,19.6
4499,0.89,1.44,2.31,0.96,0.65,1.73,21.5
4500,1.73,2.96,1.18,0.98,0.76,12.69,28.56
4501,1.63,2.46,0.19,1.3,0.14,8.34,-2.81
4502,1.75,0.82,0.09,0.63,0.97,2.58,1.69
4503,0.62,1.43,1.79,0.59,0.65,9.97,4.05
4504,0.7,0.65,2.36,1.44,0.02,10.63,3.49
4505,0.96,3.98,0.91,0.79,0.55,14.06,16.01
4506,1.62,2.06,1.33,0.58,0.19,2.31,7.09
4507,0.54,3.47,0.75,0.99,0.25,4.06,9.76
4508,0.72,1.58,2.44,0.39,0.07,1.19,14.87
4509,1.25,0.98,2.4,0.7,0.42,10.78,16.34
4510,0.54,1.95,2.2,0.8,0.26,14.68,13.07
4511,0.66,3.08,2.54,1.35,0.84,2.97,17.43
4512,0.98,3.64,0.47,1.14,0.86,13.46,6.45
4513,0.86,0.77,1.34,0.71,0.03,11.78,19.72
4514,1.04,0.51,2.45,0.8,0.77,2.3,9.78
4515,1.63,0.64,2.87,1.42,0.04,9.97,33.39
4516,0.83,1.21,2.42,1.29,0.45,1.83,31.56
4517,1.44,2.39,2.68,0.35,0.1,5.74,25.9
4518,1.82,2.95,0.06,0.67,0.56,11.48,28.09
4519,0.96,1.46,2.27,0.8,0.96,14.05,33.89
4520,0.57,3.68,0.42,0.46,0.23,10.8,2.49
4521,1.45,1.84,2.23,0.37,0.84,3.4,20.7
4522,1.58,1.95,0.22,0.61,0.78,11.75,1.02
4523,1.21,3.55,0.89,1.06,0.76,8.67,4.9
4524,1.14,0.25,2.05,1.45,0.27,6.55,12.05
4525,1.62,2.43,0.58,1.47,0.62,3.27,0.07
4526,1.12,2.24,2.35,1.34,0.09,11.05,8.67
4527,0.51,1.6,0.27,1.12,0.48,6.48,18.57
4528,1.83,1.73,2.49,0.3,0.92,4.25,-0.17
4529,0.88,2.76,1.71,0.22,0.51,2.17,19.69
4530,1.41,2.28,0.06,0.23,0.03,9.45,10.18
4531,1.33,2.62,0.76,0.33,0.7,9,9.83
4532,1.27,1.76,1.45,0.8,0.87,14.65,30.73
4533,0.87,1.61,1.93,0.22,0.2,10.74,10.63
4534,1.61,2.08,2.02,0.66,0.16,7.88,23.25
4535,0.87,1.7,2.68,1.44,0.03,5.2,31.65
4536,1.91,3.38,1.31,0.93,0.76,10.71,24.59
4537,1.34,3.49,0.04,0.99,0.91,4.78,21.41
4538,1.66,0.3,0.8,0.84,0.49,4.05,5.89
4539,1.62,0.24,0.28,1.48,0.28,12.07,24.09
4540,1.95,1.16,2.51,0.42,0.93,4.26,3.31
4541,1.3,0.34,0.45,1.47,0.2,2.17,-2.02
4542,0.58,2.16,1.07,0.81,0.42,2.74,17.07
4543,0.63,0.09,0.44,1.4,0.9,8.21,31.86
4544,1.04,3.14,1.55,1.03,0.99,12.01,6.67
4545,1.04,2.6,0.59,0.46,0.26,3.47,7.41
4546,0.83,0.85,2.29,1.23,0.95,9,17.66
4547,1.89,1.32,1.47,0.37,0.48,0.48,1.24
4548,1.21,1.22,1.49,1.26,0.64,6.77,22.14
4549,1.85,3.69,2.85,0.25,0.76,1.81,14.07
4550,0.58,3.55,0.96,0.39,0.37,14.73,1.87
4551,1.02,2.26,1.14,0.67,0.83,6.36,13.74
4552,1.04,1.46,1.78,0.28,0.92,2.71,-0.55
4553,0.56,1.85,1.02,1.26,0.76,11.38,20.03
4554,1.47,2.27,2.49,0.79,0.12,3.02,-0.91
4555,0.71,1.97,1.64,1,0.05,0.22,25.23
4556,1.02,0.25,0.01,0.33,0.3,5.72,22.34
4557,1.97,1.85,0.97,0.21,0.77,9.25,-2.46
4558,1.9,3.68,1.5,1.48,0.86,4.37,-1.87
4559,0.89,1.63,2.34,0.39,0.41,6.38,7.77
4560,0.97,2.8,2.22,1.28,0.12,4.4,0.16
4561,1.31,3.99,2.01,1.03,0.75,13.27,8.13
4562,0.93,2.21,2.5,1.25,0.84,3.68,3.22
4563,1.59,1.93,0.64,0.98,0.11,1.9,22.11
4564,1.35,1.08,1.38,0.71,0.42,5.59,0.09
4565,1.21,0.92,1.62,0.89,0.64,4.89,-3.58
4566,1.94,2.22,2.92,0.89,0.75,8.85,3.87
4567,0.83,2.7,2.93,0.43,0.95,11.09,9.95
4568,1.79,1.71,1.49,1.03,0.2,12.64,-4.19
4569,1.59,0.01,0.43,0.43,0.91,9.68,24.68
4570,0.8,2.24,2.66,0.9,0.85,14.86,24.79
4571,0.78,2.29,0.08,1.07,0.5,8.95,13.97
4572,1.37,0.29,1.36,1.25,0.59,0.24,14.84
4573,0.62,0.41,1.49,0.91,0.7,2.35,23.93
4574,1.22,1.22,0.44,1,0.9,5.31,24.83
4575,1.01,2.39,1.11,1.15,0.56,4.9,21.18
4576,1.78,0.71,2.02,0.67,0.22,4.57,-1.03
4577,1.4,1.38,2.1,0.26,0.43,9.88,18.54
4578,1.46,0.59,2.34,0.58,0.33,4.27,18.47
4579,0.99,1.34,1.72,0.35,0.95,5.08,10.65
4580,0.82,2.91,0.88,1.19,0.1,13.67,1.69
4581,1.31,1.49,0.04,1.26,0.47,14.15,32.38
4582,1.92,3.27,1.82,1.46,0.99,0.04,26.44
4583,1.39,3.71,1.69,0.98,0.5,7.09,12.67
4584,0.53,1.23,1.9,0.82,0.44,5.93,6.47
4585,1.95,2.49,2.79,1.42,0.66,7.37,11.61
4586,1.75,1.05,0.71,1.4,0.23,14.37,14.17
4587,1.83,2.28,2.12,1.03,0.85,10.77,26.08
4588,1.18,0.48,0.6,1.21,0.48,14.35,-3.15
4589,1.84,2.41,2.36,0.46,0.41,5.26,22.39
4590,0.89,0.69,0.09,0.87,0.42,2.25,20.42
4591,1.7,1.57,0.81,0.64,0.68,9.84,21.62
4592,1.42,0.95,0.77,1.27,0.66,8.43,23.52
4593,1.93,3.18,2.55,1.36,0.51,12.78,33.25
4594,0.94,0.73,1.64,0.72,0.6,13.12,27
4595,0.69,3.85,1.24,0.82,0.87,5.99,17.93
4596,1.58,0.48,0.73,0.5,0.81,12.71,12.33
4597,1.98,1.66,0.97,1.34,0.52,4.8,29.1
4598,0.72,3.07,2.16,0.38,0.93,3.07,34.66
4599,0.65,0.47,2.55,1.39,0.46,6.93,33.91
4600,1.15,1.26,0.28,1,0.31,12.54,17.03
4601,1.58,1.81,0.04,0.52,0.16,7.07,21.1
4602,1.39,3.05,1.65,0.75,0.22,6.98,27.83
4603,1.91,3.15,2.51,0.33,0.68,0.85,11.41
4604,1.71,3.42,0.07,0.97,0.58,1.64,23.07
4605,1.36,1.23,1.74,1.25,0.13,6.84,10.07
4606,1.04,0.06,2.44,1.05,0.48,7.27,19.82
4607,1.75,2.88,0.34,0.41,0.15,1.45,0.9
4608,1.23,0.69,1.09,0.92,0.4,1.31,25.91
4609,1.81,1.56,0.3,1.28,0.24,9.11,-1.31
4610,1.4,3.22,0.11,1.32,0.49,8.12,0.41
4611,1.56,2.44,1.48,1.17,0.86,10.98,28.07
4612,0.57,3.49,1.99,0.67,0.3,10.67,17.33
4613,1.99,2.61,2.77,1.47,0.97,4.26,15.15
4614,1.63,1.53,0.93,1.26,0.5,9.97,30.23
4615,1.37,0.13,0.78,1.29,0.17,8.58,8.28
4616,1.3,0.06,1.87,1.31,0.67,0.14,8.29
4617,1.4,1.01,2.84,1.15,0.87,6.34,16.31
4618,0.57,2.59,0.56,0.86,0.48,10.43,28.73
4619,1.05,2.86,0.36,0.78,0.89,13.66,3.26
4620,0.63,1.38,2.53,1.19,0.77,1.9,6.73
4621,0.76,3.38,0.4,0.83,0.11,3.22,24.11
4622,1,3.77,1.31,1.37,0.85,11.39,34.54
4623,1.51,1.19,2.34,0.5,0.11,1.37,22.88
4624,1.9,1.41,1.13,1.21,0.39,0.39,17.53
4625,1.98,1.62,1.95,0.51,0.93,4.9,30.02
4626,1.63,1.11,2.38,0.81,0.27,4.72,11.34
4627,0.9,2.59,1.62,0.31,0.01,7.23,22.15
4628,0.98,3.64,0.6,0.85,0.43,3.75,4.59
4629,0.96,1.71,0.68,0.89,0.94,0.13,10.81
4630,1.76,0.72,2.95,0.43,0.42,13.71,23.75
4631,1.66,0.78,2.43,0.62,0.11,14.66,19.3
4632,0.59,2.89,0.96,0.48,0.42,14.89,31.16
4633,1.24,2.94,0.53,0.76,0.99,14.54,3.27
4634,1.46,1.9,0.84,1.03,0.2,12.26,14.6
4635,0.52,3.04,2.46,0.38,0.91,8.72,-2.91
4636,1.39,2.04,1.79,0.71,0.12,7.87,33.77
4637,1.91,1.22,2.07,0.91,0.11,0.94,19.18
4638,0.57,0.56,1.97,1.24,0.05,13.21,2.27
4639,0.76,2.06,2.56,1.01,0.16,3.44,29.08
4640,0.65,3.34,2.96,1.27,0.94,11.13,-0.57
4641,1.05,3.7,1.89,0.29,0.82,10.46,30.36
4642,1.05,0.24,1.81,0.44,0.33,11.27,-3.4
4643,1.93,3.67,0.34,1.4,0.14,1.88,32.61
4644,1.7,0.71,2.76,1.06,0.56,6.64,6.89
4645,1.46,2.42,0.19,0.74,0.12,10.62,9.7
4646,1.46,1.75,2.03,0.67,0.67,0.2,20.13
4647,1.5,2.8,2.23,1.17,0.88,6.22,32.69
4648,0.76,2.12,1,1.35,0.52,4.81,2.71
4649,1.03,1.56,0.31,0.89,0.23,12.1,9.32
4650,1.47,0.28,1.27,0.37,0.31,7.8,22.11
4651,0.55,0.11,0.72,1.33,0.38,8.53,-2.21
4652,1.23,0.95,1.78,0.72,0.96,1.24,8.63
4653,1.75,2.98,0.1,1.36,0.86,2.53,20.31
4654,1.32,2.47,0.14,1.2,0.55,11.24,12.5
4655,1.8,1.67,1.72,0.62,0.68,7.42,34.15
4656,1.62,2.14,0.41,0.35,0.1,2.43,34.03
4657,1.31,2.36,1.08,0.86,0.18,0.07,32.09
4658,1.07,0.28,2.62,0.3,0.55,5.36,33.21
4659,1.48,1.29,0.07,1.28,0.13,4.95,33.1
4660,1.25,3.52,0.45,0.27,0.02,5.73,28.64
4661,1.99,2.93,2.72,1.43,0.11,0.33,32.97
4662,1.42,0.35,1.14,0.85,0.1,13.78,-4.65
4663,0.88,1.1,1.1,0.83,0.74,6.09,26.32
4664,1.94,0.81,1.66,1.3,0.85,11.08,16.44
4665,0.93,1.53,1.32,0.91,0.81,2.98,13.77
4666,1.84,3.93,2.32,0.75,0.99,0.31,0.07
4667,1.24,2.31,0.84,0.47,0.89,10.98,9.24
4668,1.56,0.63,0.45,1.15,0.43,13.52,10.39
4669,0.8,3.14,1.66,0.85,0.45,8.51,3.71
4670,1.34,2.34,1.41,0.86,0.31,2.53,32.81
4671,0.8,3.45,1.08,0.53,0.22,10.46,19.41
4672,0.86,1.95,1.13,0.39,0.79,14.15,33.65
4673,0.74,3.56,2.73,0.61,0.64,14.49,18.47
4674,1.17,3.42,2.38,1.25,0.14,7.81,16.15
4675,1.27,0.25,0.6,1.01,0.7,12.73,10.51
4676,0.89,3.3,1.33,0.66,0.19,11.35,2.86
4677,1.42,0.47,2.26,0.58,0.41,5.51,2.23
4678,0.91,0.44,1.56,0.2,0.89,6.11,24.09
4679,1.28,0.64,2.8,0.24,0.06,6.18,27.48
4680,1.53,3.68,2.13,0.82,0.37,0.7,-3.57
4681,0.59,1.98,0.42,0.53,0.02,9.78,-0.82
4682,1.79,1.28,1.2,1.42,0.45,8.41,24.45
4683,1.04,0.22,2.57,0.92,0.68,11.37,1.86
4684,1.28,0.47,1.2,1.37,0,4.99,10.21
4685,1.17,0.76,1.53,0.46,0.66,0.75,26.68
4686,1.92,0.74,2.45,0.36,0.65,8.26,29.89
4687,0.78,0.32,0.06,1.28,0.91,12.32,31.58
4688,1.44,0.32,0.23,0.99,0.44,12.56,8.58
4689,1.74,1.19,0.8,1.12,0.16,12,18.99
4690,1.14,2.19,2.3,0.92,0.68,8.38,14.23
4691,1,2.3,0.83,0.66,0.39,10.99,23.43
4692,0.67,1.15,1.24,0.58,0.17,1.81,24.61
4693,1.58,0.32,1.03,0.32,0.63,2.9,3.98
4694,1.68,2.43,2.4,0.3,0.11,14.58,32.7
4695,0.97,2.62,1.82,0.79,0.16,6.2,14.47
4696,1.66,2.79,0.65,0.58,0.73,6.03,4.04
4697,0.65,3.71,2.65,0.95,0.69,1.16,6.18
4698,1.15,0.15,0.03,1.12,0.6,6.72,0.58
4699,0.92,0.84,1.25,1.05,0.79,9.88,1.86
4700,0.91,2.29,2.39,1.35,0.15,11.11,29.18
4701,1.9,0.04,1.38,1.16,0.08,5.59,28.55
4702,1.66,0.2,0.84,0.71,0.99,14.33,12.53
4703,1.65,1.58,2.76,0.67,0.52,6.92,14.86
4704,1.24,2.3,2,0.28,0.97,7.3,-2.35
4705,1.43,2.73,1.63,0.92,0.59,9.89,4.61
4706,1.68,0.99,2.78,1.08,0.71,1.84,4.49
4707,0.9,2.48,2.73,0.61,0.3,10.02,28.62
4708,0.94,1.48,1.04,1.3,0.87,5.46,12.41
4709,1.83,2.22,1.05,0.67,0.39,0.42,-3.44
4710,0.84,2.68,0.88,0.66,0.88,11.69,5.71
4711,1.52,1,0.85,0.61,0.28,14.09,13.05
4712,1.88,1.43,0.43,0.32,0.59,8.62,1.78
4713,1.93,2.21,1.92,1.49,0.78,5.45,-2.29
4714,0.95,0.93,0.9,0.83,0.78,10.45,1.41
4715,1.93,3.76,1.34,1.42,0.79,13.58,4.49
4716,0.71,2.89,1.43,0.95,1,4.72,14.68
4717,0.86,2.51,2.01,1.33,0.96,8.42,25.65
4718,1.1,2.92,2.48,0.98,0.2,3.61,4.38
4719,1.64,0.94,2.91,1.04,0.37,9.64,27.75
4720,0.63,0.03,1.32,1.44,0.52,11.86,28.41
4721,0.83,2.59,2.56,1.19,0.73,3.2,21.72
4722,1.22,3.86,1.6,0.43,0.68,8.32,15.88
4723,0.61,2.63,2.8,1.06,0.67,2.68,0.45
4724,1.03,0.7,2.28,0.64,0.28,7.11,17.12
4725,1.42,3.43,2.06,0.73,0.34,10.13,12.33
4726,1.66,2.32,1.25,1.33,0.21,0.49,0.92
4727,1.25,2.47,0.91,1.31,0.88,11.14,-0.41
4728,1.17,2.05,2.42,0.66,0.42,5.35,5.48
4729,1,2.94,1.74,1.38,0.47,8.43,24.19
4730,1.05,3.84,0.23,0.82,0.96,6.97,19.81
4731,1.31,1.5,1.31,0.57,0.92,11.69,1.12
4732,1.09,2.32,0.44,0.26,0.28,11.14,12.94
4733,0.98,3.42,0.08,0.6,0.89,0.04,5.93
4734,1.44,3.52,2.98,1.2,0.55,2.2,31.08
4735,1.99,3.29,1.63,0.82,0.65,3.59,-2.34
4736,0.94,2.24,2.44,0.48,0.43,7.7,7.06
4737,0.68,3.74,1.35,0.82,0.98,4.52,4.5
4738,0.72,0.68,1.91,1.38,0.68,1.78,11.08
4739,1.41,0.81,2.97,0.58,0.35,1.25,-1.24
4740,1.34,0.87,1.96,1.09,0.57,5.8,4.34
4741,0.66,1.61,0.49,0.37,0.87,5.9,31.48
4742,1.12,2.67,2.36,1.34,0.06,10.11,2.64
4743,1.78,1.68,2.79,0.86,0.22,2.12,6.64
4744,1.22,3.8,0.97,0.57,0.01,5.81,10.88
4745,1.67,0.96,0.67,1.31,0.16,4.73,5.19
4746,0.57,3.26,0.79,0.38,0.55,7.2,20.41
4747,1.24,3.13,0.5,0.66,0.37,12.26,33.9
4748,1.74,1.32,0.63,0.42,0.49,5.04,16.29
4749,1.4,1.88,2.07,1.33,0.49,14.9,27.98
4750,0.67,3.05,1.1,0.77,0.19,14.2,-1.73
4751,1.83,3.42,2.66,0.58,0.82,3.33,11.74
4752,0.78,2.73,1.08,1.31,0.34,7.73,5.67
4753,1.57,3.69,2.75,1.37,0.84,13.69,7.49
4754,0.61,2.48,0.4,0.33,0.19,10.71,28.89
4755,1.31,1.62,0.1,0.98,0.34,13.1,16.39
4756,0.95,2.49,2.35,0.92,0.64,11.99,9.67
4757,1.96,2.45,2.3,1.28,0.33,9.31,7.82
4758,1.85,2.21,2.09,0.86,0.22,9.87,-2.4
4759,1.16,1.23,1.26,0.32,0.94,3.87,30.72
4760,1.78,2.67,0.6,1.46,0.45,2.79,8.87
4761,0.86,3.2,0.69,0.91,0.92,8.57,19.3
4762,1.28,3.84,2.4,1.03,0.99,1.28,18.35
4763,1.74,1.99,2.82,0.27,0.37,3.8,13.28
4764,1.53,3.01,2.85,1.24,0.35,9.12,27.14
4765,1.17,3.21,1.12,1.38,0.21,1.42,7.46
4766,1.3,2.7,1.96,0.58,0.51,9.43,15.73
4767,0.94,1.52,0.92,0.57,0.22,8,5.47
4768,1.35,2.86,2.56,0.46,0.25,2.06,28.69
4769,0.7,3.91,1.78,0.91,0.76,7.49,19.78
4770,1.64,2.43,2.58,0.23,0.44,10.7,9.63
4771,1.99,2.95,2.24,0.37,0.22,8.53,-4.51
4772,0.58,0.95,0.74,1,0.3,13.28,20.2
4773,1.69,2.62,0.09,0.83,0.19,14.23,23.81
4774,1.76,0.14,2.95,1.17,0.24,5.46,19.15
4775,0.55,3.32,1.36,1.17,0.75,3.9,34.47
4776,1.38,0.88,0.82,0.76,0.85,6.08,-0.34
4777,1.84,0.26,2.44,1.08,0.95,6.91,6.81
4778,1.35,0.71,0.51,1.32,0.99,2.79,11.86
4779,1.38,1.88,1.52,0.98,0.41,11.13,10.61
4780,1.99,0.17,1.26,1.46,0.07,13.72,24.69
4781,1.85,0.14,0.38,1.49,0.6,7.14,0.16
4782,1.45,2.04,2.03,0.87,0.07,0.82,-2.15
4783,1.27,2.27,2.65,0.54,0.7,14.76,-3.76
4784,0.79,1.27,2.79,1.22,0.7,5.17,22.56
4785,1.77,0.07,1.67,0.43,0.15,3.29,26.66
4786,0.93,1.84,0.04,1.21,0.76,5.67,14.1
4787,0.51,3.67,1.16,0.78,0.26,6.89,10.19
4788,0.58,1.94,1.65,1.21,0.38,4.49,2.11
4789,0.8,1.81,2.9,0.59,0.06,6.56,14.08
4790,1.72,2.23,1.33,0.79,0.43,13.93,-0.75
4791,1.96,0.66,1.06,1.29,0.3,9.43,-0.47
4792,1.58,3.21,2.77,0.64,0.64,4.84,12.73
4793,0.75,0.13,1.32,0.73,0.27,0.11,-4.21
4794,1.8,0.23,2.87,0.95,0.62,9.17,23.64
4795,1.72,0.22,0.95,1.03,0.3,6.01,32.01
4796,1.77,3.17,2.24,0.45,0.24,7,8.11
4797,0.77,1.47,2.53,1,0.74,13.09,20.8
4798,1.27,2.57,2.66,0.83,0.31,6.71,31.54
4799,1.44,0.32,0.89,1.23,0.21,2.09,4.12
4800,1.52,3.05,2.95,1.05,0.96,8.12,16.74
4801,1.53,1.34,2.23,0.85,0.86,10.58,18.29
4802,0.52,0.86,0.45,1.32,0.48,4.5,28.13
4803,1.94,2.86,2.28,0.98,0.07,3.74,19.4
4804,1.37,0.26,2.5,0.81,0.53,5.6,26.38
4805,0.79,1.94,0.55,0.45,0.04,5.92,6.08
4806,1.65,1.53,0.51,0.47,0.83,2.76,22.91
4807,0.58,2.97,0.39,0.39,0.42,9.53,15.2
4808,0.75,2.56,1.49,1.27,0.21,11.58,17.31
4809,1.09,3.57,2.15,0.25,0.76,9.28,22.9
4810,1.34,2.91,1.14,1.46,0.17,7.55,27.63
4811,1.13,1.66,0.17,0.97,0.7,8.6,4.21
4812,0.96,0.74,1.08,0.35,0.64,7.7,5.04
4813,1.61,1.8,2.11,1.26,0.16,6.96,34.96
4814,0.51,0.67,0.29,1.34,0.66,0.42,-2.7
4815,1.52,0.45,1.67,0.68,0.78,8.11,-0.62
4816,1.92,0.2,1.81,0.67,0.78,1.12,15.5
4817,0.73,2.17,1.95,1.3,0.6,8.2,16.87
4818,1.78,2.26,1.04,0.83,0.1,7.45,23.61
4819,0.78,2.62,2.78,0.87,0.17,12.82,31.56
4820,1.13,3.55,2.98,1.36,0.3,6.17,31.69
4821,1.96,3.65,2.51,0.37,0.94,14.29,20.53
4822,1.68,1.36,0.33,1.35,0.1,6.87,25.22
4823,1.04,2.54,0.8,1.4,0.55,14.22,21.17
4824,1.02,1.85,0.6,0.22,0.89,2.36,1.56
4825,0.98,3.01,0.16,1.09,0.44,13.12,32.78
4826,1.04,2.87,2.69,0.57,0.88,11.69,28.78
4827,1.96,0.78,0.56,0.93,0.32,3.64,-1.09
4828,1.01,0.7,1.13,1.04,0.44,14.94,34.42
4829,1.17,0.46,1.13,0.96,0.6,3.92,28.74
4830,0.82,0.49,2.33,1.08,0.65,7.45,30.77
4831,1.46,0.98,1.34,0.93,0.39,10.87,15.87
4832,1.75,1.4,1.11,1.16,0.46,0.06,31.22
4833,0.93,2.48,0.8,0.9,0.61,5.23,8.4
4834,0.82,2.98,1.58,0.46,0.85,8.55,1.27
4835,1.18,0.56,0.34,0.46,0.36,8.92,-3.3
4836,1.53,1.01,1.85,1.05,0.56,11.45,5.47
4837,1.11,2.37,2.47,0.86,0.76,8.14,29.84
4838,0.72,3.03,2.78,0.67,0.96,14.85,20.79
4839,0.77,3.28,1.89,0.94,0.12,9.78,8.95
4840,0.93,1.53,2.47,1.48,0.08,9.73,4.08
4841,1.75,1.78,0.68,1.02,0.04,6.64,5.24
4842,1.26,2.71,1.54,1.1,0.21,6.94,22.03
4843,1.38,1.11,0.85,1.07,0.53,7.39,1.49
4844,0.8,0.33,3,1.1,0.17,14.4,0.38
4845,1.48,1.77,1.13,0.45,0.25,8.71,20.38
4846,1.76,3.94,0.67,0.37,0.16,0.81,30.18
4847,0.8,1.49,2.32,1.21,0.88,9.9,26.09
4848,0.59,1.19,1.38,0.51,0.87,2.55,-1.56
4849,1.5,3.29,0.38,0.21,0.46,6.27,26.27
4850,1.72,3.67,2.37,0.59,0.33,1.39,31.12
4851,1.53,3.12,1.45,0.8,0.92,2.34,22.82
4852,1.14,2.09,2.37,0.55,0.63,11.34,25.71
4853,1.48,3.55,2.25,0.32,0.16,5.5,30.13
4854,2,2.36,1.71,0.53,0.81,0.72,16.16
4855,1.44,1.18,2.16,0.3,0.31,10.86,16.67
4856,1.29,3.75,2.57,0.9,0.86,0.1,19.21
4857,1.31,2.63,1.35,1.09,0.54,12.1,3.28
4858,1.2,0.53,2.87,1.13,0.69,8.37,12.25
4859,1.53,1.34,0.55,1.23,0.71,12.82,16.22
4860,1.77,2.64,2.91,0.27,0.05,4.19,-3.25
4861,1.58,3.35,0.7,1.17,0.74,2.55,14.14
4862,0.84,3.96,1.52,1.17,0.23,1.01,20.38
4863,1.05,0.81,1.41,0.86,0.76,10.5,25.01
4864,1.39,3.22,0.18,0.98,0.31,13.65,-3.13
4865,1.99,0.47,0.57,1.08,0.09,10.51,16.9
4866,0.6,2.73,2.49,0.85,0.6,9.17,25.43
4867,0.78,0.43,0.83,1.49,0.99,0.09,2.41
4868,1.66,2.24,0.02,0.26,0.02,5.43,8.64
4869,0.79,2.09,2.47,0.35,0.02,14.14,-1.79
4870,1.51,3.58,2.86,0.56,0.18,8.19,10.9
4871,1.99,2.15,1.6,0.94,0.14,3.95,5.52
4872,1.46,2.87,1.79,1.4,0.73,1.82,9.22
4873,1.22,3.46,0.34,1.45,0.6,5.89,2.21
4874,1.75,0.56,2.84,1.45,0.08,2.12,6.01
4875,1.66,0.47,0.64,1.44,0.12,14.37,10.8
4876,1.57,0.48,1.65,1.32,0.76,12.61,-4.42
4877,0.68,1.3,2.9,0.89,0.21,7.12,7.85
4878,1.45,1.56,1.34,1.08,0.15,14.86,1.16
4879,0.52,0.15,0.28,0.23,0.06,2.26,32.38
4880,0.58,1,0.65,0.24,0.79,2.44,9.76
4881,0.56,0.03,0.21,1.33,0.94,2.4,10.76
4882,0.66,0.76,1.21,0.68,0.84,2.09,30.5
4883,1.15,1.57,1.77,0.69,0.01,7.39,27.55
4884,1.92,3.02,1.35,0.45,0.25,11.6,-2.15
4885,0.61,3.99,1.03,0.54,0.81,9.63,-2.63
4886,1.58,0.8,0.5,1.12,0.77,6.31,28.87
4887,1.26,2.8,2.1,1.32,0.18,0.44,-0.4
4888,0.91,1.41,2.89,0.69,0.77,5.15,13.34
4889,0.98,3.4,0.99,1.06,0.31,4.1,0.88
4890,0.53,1.33,1.56,1.15,0.99,3.48,12.5
4891,1.55,1.24,0.5,0.87,0.91,5.89,3.25
4892,0.65,2.14,0.22,0.72,0.88,10.33,20.45
4893,0.55,3.99,0.5,0.98,0.47,11.16,-1.61
4894,1.2,1.41,0.28,0.93,0.53,2.83,21.91
4895,1.22,0.81,1.85,0.62,0.68,9.23,16.1
4896,1.48,2.78,1.97,0.64,0.17,4.84,19.27
4897,1.56,3.58,3,0.46,0.56,3.55,9.03
4898,1.26,3.32,2.98,0.94,0.77,14.96,32.34
